"","id","home_team","home_score","away_team","away_score","total_score","diff_score","home_win","date","year","month","decade","temperature","humidity","wind_mph"
"420","196410250sfo","San Francisco 49ers",22,"Minnesota Vikings",27,49,-5,FALSE,"10/25/1964",1964,"October","1960s",54,80,10
"421","196410250pit","Pittsburgh Steelers",10,"Philadelphia Eagles",34,44,-24,FALSE,"10/25/1964",1964,"October","1960s",47,47,10
"422","196410250was","Washington Redskins",27,"Chicago Bears",20,47,7,TRUE,"10/25/1964",1964,"October","1960s",50,58,4
"423","196410250gnb","Green Bay Packers",17,"Los Angeles Rams",27,44,-10,FALSE,"10/25/1964",1964,"October","1960s",56,48,14
"424","196410250cle","Cleveland Browns",42,"New York Giants",20,62,22,TRUE,"10/25/1964",1964,"October","1960s",50,57,14
"425","196410250crd","St. Louis Cardinals",13,"Dallas Cowboys",31,44,-18,FALSE,"10/25/1964",1964,"October","1960s",58,48,10
"426","196411010det","Detroit Lions",37,"Los Angeles Rams",17,54,20,TRUE,"11/1/1964",1964,"November","1960s",44,65,6
"427","196411010min","Minnesota Vikings",13,"Green Bay Packers",42,55,-29,FALSE,"11/1/1964",1964,"November","1960s",56,54,12
"428","196411010chi","Chicago Bears",10,"Dallas Cowboys",24,34,-14,FALSE,"11/1/1964",1964,"November","1960s",51,64,8
"429","196411010clt","Baltimore Colts",37,"San Francisco 49ers",7,44,30,TRUE,"11/1/1964",1964,"November","1960s",48,54,7
"430","196411010phi","Philadelphia Eagles",10,"Washington Redskins",21,31,-11,FALSE,"11/1/1964",1964,"November","1960s",48,48,5
"431","196411010pit","Pittsburgh Steelers",17,"Cleveland Browns",30,47,-13,FALSE,"11/1/1964",1964,"November","1960s",51,51,6
"432","196411010nyg","New York Giants",34,"St. Louis Cardinals",17,51,17,TRUE,"11/1/1964",1964,"November","1960s",51,41,9
"433","196411080gnb","Green Bay Packers",30,"Detroit Lions",7,37,23,TRUE,"11/8/1964",1964,"November","1960s",44,98,8
"434","196411080cle","Cleveland Browns",34,"Washington Redskins",24,58,10,TRUE,"11/8/1964",1964,"November","1960s",45,94,6
"435","196411080chi","Chicago Bears",24,"Baltimore Colts",40,64,-16,FALSE,"11/8/1964",1964,"November","1960s",51,83,5
"436","196411080min","Minnesota Vikings",24,"San Francisco 49ers",7,31,17,TRUE,"11/8/1964",1964,"November","1960s",48,90,7
"437","196411080crd","St. Louis Cardinals",34,"Pittsburgh Steelers",30,64,4,TRUE,"11/8/1964",1964,"November","1960s",58,65,6
"438","196411080ram","Los Angeles Rams",20,"Philadelphia Eagles",10,30,10,TRUE,"11/8/1964",1964,"November","1960s",63,78,10
"439","196411080nyg","New York Giants",21,"Dallas Cowboys",31,52,-10,FALSE,"11/8/1964",1964,"November","1960s",55,65,8
"440","196411150ram","Los Angeles Rams",24,"Chicago Bears",34,58,-10,FALSE,"11/15/1964",1964,"November","1960s",52,27,15
"441","196411150cle","Cleveland Browns",37,"Detroit Lions",21,58,16,TRUE,"11/15/1964",1964,"November","1960s",51,60,9
"442","196411150pit","Pittsburgh Steelers",0,"Washington Redskins",30,30,-30,FALSE,"11/15/1964",1964,"November","1960s",49,59,6
"443","196411150crd","St. Louis Cardinals",10,"New York Giants",10,20,0,FALSE,"11/15/1964",1964,"November","1960s",65,71,14
"444","196411150clt","Baltimore Colts",17,"Minnesota Vikings",14,31,3,TRUE,"11/15/1964",1964,"November","1960s",52,47,8
"445","196411150dal","Dallas Cowboys",14,"Philadelphia Eagles",17,31,-3,FALSE,"11/15/1964",1964,"November","1960s",74,80,15
"446","196411150sfo","San Francisco 49ers",24,"Green Bay Packers",14,38,10,TRUE,"11/15/1964",1964,"November","1960s",49,39,17
"447","196411220nyg","New York Giants",17,"Pittsburgh Steelers",44,61,-27,FALSE,"11/22/1964",1964,"November","1960s",30,47,19
"448","196411220gnb","Green Bay Packers",28,"Cleveland Browns",21,49,7,TRUE,"11/22/1964",1964,"November","1960s",15,66,15
"449","196411220det","Detroit Lions",23,"Minnesota Vikings",23,46,0,FALSE,"11/22/1964",1964,"November","1960s",17,67,16
"450","196411220ram","Los Angeles Rams",7,"Baltimore Colts",24,31,-17,FALSE,"11/22/1964",1964,"November","1960s",55,53,9
"451","196411220chi","Chicago Bears",23,"San Francisco 49ers",21,44,2,TRUE,"11/22/1964",1964,"November","1960s",16,63,12
"452","196411220phi","Philadelphia Eagles",13,"St. Louis Cardinals",38,51,-25,FALSE,"11/22/1964",1964,"November","1960s",27,44,14
"453","196411220was","Washington Redskins",28,"Dallas Cowboys",16,44,12,TRUE,"11/22/1964",1964,"November","1960s",31,46,14
"454","196411260det","Detroit Lions",24,"Chicago Bears",27,51,-3,FALSE,"11/26/1964",1964,"November","1960s",41,77,13
"455","196411290cle","Cleveland Browns",38,"Philadelphia Eagles",24,62,14,TRUE,"11/29/1964",1964,"November","1960s",32,65,15
"456","196411290sfo","San Francisco 49ers",3,"Baltimore Colts",14,17,-11,FALSE,"11/29/1964",1964,"November","1960s",53,90,7
"457","196411290pit","Pittsburgh Steelers",20,"St. Louis Cardinals",21,41,-1,FALSE,"11/29/1964",1964,"November","1960s",37,64,14
"458","196411290min","Minnesota Vikings",34,"Los Angeles Rams",13,47,21,TRUE,"11/29/1964",1964,"November","1960s",2,68,14
"459","196411290was","Washington Redskins",36,"New York Giants",21,57,15,TRUE,"11/29/1964",1964,"November","1960s",52,57,12
"460","196411290dal","Dallas Cowboys",21,"Green Bay Packers",45,66,-24,FALSE,"11/29/1964",1964,"November","1960s",48,53,7
"461","196412050chi","Chicago Bears",3,"Green Bay Packers",17,20,-14,FALSE,"12/5/1964",1964,"December","1960s",21,81,14
"462","196412060crd","St. Louis Cardinals",28,"Cleveland Browns",19,47,9,TRUE,"12/6/1964",1964,"December","1960s",18,93,8
"463","196412060was","Washington Redskins",7,"Pittsburgh Steelers",14,21,-7,FALSE,"12/6/1964",1964,"December","1960s",40,74,15
"464","196412060sfo","San Francisco 49ers",28,"Los Angeles Rams",7,35,21,TRUE,"12/6/1964",1964,"December","1960s",48,71,8
"465","196412060clt","Baltimore Colts",14,"Detroit Lions",31,45,-17,FALSE,"12/6/1964",1964,"December","1960s",39,74,14
"466","196412060nyg","New York Giants",21,"Minnesota Vikings",30,51,-9,FALSE,"12/6/1964",1964,"December","1960s",33,83,15
"467","196412060phi","Philadelphia Eagles",24,"Dallas Cowboys",14,38,10,TRUE,"12/6/1964",1964,"December","1960s",36,72,14
"468","196412120nyg","New York Giants",20,"Cleveland Browns",52,72,-32,FALSE,"12/12/1964",1964,"December","1960s",49,98,7
"469","196412130det","Detroit Lions",24,"San Francisco 49ers",7,31,17,TRUE,"12/13/1964",1964,"December","1960s",37,84,15
"470","196412130dal","Dallas Cowboys",17,"Pittsburgh Steelers",14,31,3,TRUE,"12/13/1964",1964,"December","1960s",48,56,14
"471","196412130ram","Los Angeles Rams",24,"Green Bay Packers",24,48,0,FALSE,"12/13/1964",1964,"December","1960s",56,38,7
"472","196412130crd","St. Louis Cardinals",36,"Philadelphia Eagles",34,70,2,TRUE,"12/13/1964",1964,"December","1960s",40,66,17
"473","196412130chi","Chicago Bears",14,"Minnesota Vikings",41,55,-27,FALSE,"12/13/1964",1964,"December","1960s",33,84,12
"474","196412130clt","Baltimore Colts",45,"Washington Redskins",17,62,28,TRUE,"12/13/1964",1964,"December","1960s",46,98,7
"475","196412270cle","Cleveland Browns",27,"Baltimore Colts",0,27,27,TRUE,"12/27/1964",1964,"December","1960s",34,75,15
"476","196509190sfo","San Francisco 49ers",52,"Chicago Bears",24,76,28,TRUE,"9/19/1965",1965,"September","1960s",60,55,11
"477","196509190was","Washington Redskins",7,"Cleveland Browns",17,24,-10,FALSE,"9/19/1965",1965,"September","1960s",82,74,4
"478","196509190pit","Pittsburgh Steelers",9,"Green Bay Packers",41,50,-32,FALSE,"9/19/1965",1965,"September","1960s",73,79,5
"479","196509190dal","Dallas Cowboys",31,"New York Giants",2,33,29,TRUE,"9/19/1965",1965,"September","1960s",80,75,15
"480","196509190det","Detroit Lions",20,"Los Angeles Rams",0,20,20,TRUE,"9/19/1965",1965,"September","1960s",74,83,9
"481","196509190phi","Philadelphia Eagles",34,"St. Louis Cardinals",27,61,7,TRUE,"9/19/1965",1965,"September","1960s",80,77,8
"482","196509190clt","Baltimore Colts",35,"Minnesota Vikings",16,51,19,TRUE,"9/19/1965",1965,"September","1960s",80,76,9
"483","196509250ram","Los Angeles Rams",30,"Chicago Bears",28,58,2,TRUE,"9/25/1965",1965,"September","1960s",66,80,9
"484","196509260phi","Philadelphia Eagles",14,"New York Giants",16,30,-2,FALSE,"9/26/1965",1965,"September","1960s",58,64,8
"485","196509260dal","Dallas Cowboys",27,"Washington Redskins",7,34,20,TRUE,"9/26/1965",1965,"September","1960s",68,65,10
"486","196509260gnb","Green Bay Packers",20,"Baltimore Colts",17,37,3,TRUE,"9/26/1965",1965,"September","1960s",47,78,16
"487","196509260min","Minnesota Vikings",29,"Detroit Lions",31,60,-2,FALSE,"9/26/1965",1965,"September","1960s",37,56,14
"488","196509260sfo","San Francisco 49ers",27,"Pittsburgh Steelers",17,44,10,TRUE,"9/26/1965",1965,"September","1960s",60,70,9
"489","196509260cle","Cleveland Browns",13,"St. Louis Cardinals",49,62,-36,FALSE,"9/26/1965",1965,"September","1960s",54,69,11
"490","196510030pit","Pittsburgh Steelers",13,"New York Giants",23,36,-10,FALSE,"10/3/1965",1965,"October","1960s",52,70,16
"491","196510030clt","Baltimore Colts",27,"San Francisco 49ers",24,51,3,TRUE,"10/3/1965",1965,"October","1960s",58,63,15
"492","196510030phi","Philadelphia Eagles",17,"Cleveland Browns",35,52,-18,FALSE,"10/3/1965",1965,"October","1960s",57,63,14
"493","196510030ram","Los Angeles Rams",35,"Minnesota Vikings",38,73,-3,FALSE,"10/3/1965",1965,"October","1960s",70,50,9
"494","196510030gnb","Green Bay Packers",23,"Chicago Bears",14,37,9,TRUE,"10/3/1965",1965,"October","1960s",52,50,13
"495","196510030det","Detroit Lions",14,"Washington Redskins",10,24,4,TRUE,"10/3/1965",1965,"October","1960s",52,63,18
"496","196510040crd","St. Louis Cardinals",20,"Dallas Cowboys",13,33,7,TRUE,"10/4/1965",1965,"October","1960s",52,70,8
"497","196510090cle","Cleveland Browns",24,"Pittsburgh Steelers",19,43,5,TRUE,"10/9/1965",1965,"October","1960s",54,79,15
"498","196510090min","Minnesota Vikings",40,"New York Giants",14,54,26,TRUE,"10/9/1965",1965,"October","1960s",51,70,12
"499","196510100chi","Chicago Bears",31,"Los Angeles Rams",6,37,25,TRUE,"10/10/1965",1965,"October","1960s",55,70,8
"500","196510100dal","Dallas Cowboys",24,"Philadelphia Eagles",35,59,-11,FALSE,"10/10/1965",1965,"October","1960s",74,57,8
"501","196510100gnb","Green Bay Packers",27,"San Francisco 49ers",10,37,17,TRUE,"10/10/1965",1965,"October","1960s",52,77,9
"502","196510100clt","Baltimore Colts",31,"Detroit Lions",7,38,24,TRUE,"10/10/1965",1965,"October","1960s",54,73,12
"503","196510100was","Washington Redskins",16,"St. Louis Cardinals",37,53,-21,FALSE,"10/10/1965",1965,"October","1960s",58,64,11
"504","196510170cle","Cleveland Browns",23,"Dallas Cowboys",17,40,6,TRUE,"10/17/1965",1965,"October","1960s",54,67,7
"505","196510170was","Washington Redskins",7,"Baltimore Colts",38,45,-31,FALSE,"10/17/1965",1965,"October","1960s",57,60,8
"506","196510170det","Detroit Lions",21,"Green Bay Packers",31,52,-10,FALSE,"10/17/1965",1965,"October","1960s",55,71,10
"507","196510170pit","Pittsburgh Steelers",7,"St. Louis Cardinals",20,27,-13,FALSE,"10/17/1965",1965,"October","1960s",51,67,7
"508","196510170nyg","New York Giants",35,"Philadelphia Eagles",27,62,8,TRUE,"10/17/1965",1965,"October","1960s",53,59,12
"509","196510170min","Minnesota Vikings",37,"Chicago Bears",45,82,-8,FALSE,"10/17/1965",1965,"October","1960s",65,78,12
"510","196510170ram","Los Angeles Rams",21,"San Francisco 49ers",45,66,-24,FALSE,"10/17/1965",1965,"October","1960s",62,55,14
"511","196510240gnb","Green Bay Packers",13,"Dallas Cowboys",3,16,10,TRUE,"10/24/1965",1965,"October","1960s",39,55,15
"512","196510240nyg","New York Giants",14,"Cleveland Browns",38,52,-24,FALSE,"10/24/1965",1965,"October","1960s",56,55,13
"513","196510240crd","St. Louis Cardinals",20,"Washington Redskins",24,44,-4,FALSE,"10/24/1965",1965,"October","1960s",43,52,13
"514","196510240sfo","San Francisco 49ers",41,"Minnesota Vikings",42,83,-1,FALSE,"10/24/1965",1965,"October","1960s",70,40,3
"515","196510240clt","Baltimore Colts",35,"Los Angeles Rams",20,55,15,TRUE,"10/24/1965",1965,"October","1960s",50,60,15
"516","196510240phi","Philadelphia Eagles",14,"Pittsburgh Steelers",20,34,-6,FALSE,"10/24/1965",1965,"October","1960s",52,60,13
"517","196510240chi","Chicago Bears",38,"Detroit Lions",10,48,28,TRUE,"10/24/1965",1965,"October","1960s",40,59,12
"518","196510310pit","Pittsburgh Steelers",22,"Dallas Cowboys",13,35,9,TRUE,"10/31/1965",1965,"October","1960s",51,41,21
"519","196510310sfo","San Francisco 49ers",28,"Baltimore Colts",34,62,-6,FALSE,"10/31/1965",1965,"October","1960s",54,78,11
"520","196510310nyg","New York Giants",14,"St. Louis Cardinals",10,24,4,TRUE,"10/31/1965",1965,"October","1960s",55,29,14
"521","196510310cle","Cleveland Browns",17,"Minnesota Vikings",27,44,-10,FALSE,"10/31/1965",1965,"October","1960s",55,49,23
"522","196510310was","Washington Redskins",23,"Philadelphia Eagles",21,44,2,TRUE,"10/31/1965",1965,"October","1960s",55,44,9
"523","196510310ram","Los Angeles Rams",7,"Detroit Lions",31,38,-24,FALSE,"10/31/1965",1965,"October","1960s",64,80,10
"524","196510310chi","Chicago Bears",31,"Green Bay Packers",10,41,21,TRUE,"10/31/1965",1965,"October","1960s",57,54,14
"525","196511070dal","Dallas Cowboys",39,"San Francisco 49ers",31,70,8,TRUE,"11/7/1965",1965,"November","1960s",62,87,4
"526","196511070nyg","New York Giants",7,"Washington Redskins",23,30,-16,FALSE,"11/7/1965",1965,"November","1960s",58,60,11
"527","196511070chi","Chicago Bears",21,"Baltimore Colts",26,47,-5,FALSE,"11/7/1965",1965,"November","1960s",55,91,7
"528","196511070crd","St. Louis Cardinals",21,"Pittsburgh Steelers",17,38,4,TRUE,"11/7/1965",1965,"November","1960s",64,71,6
"529","196511070min","Minnesota Vikings",24,"Los Angeles Rams",13,37,11,TRUE,"11/7/1965",1965,"November","1960s",41,82,9
"530","196511070gnb","Green Bay Packers",7,"Detroit Lions",12,19,-5,FALSE,"11/7/1965",1965,"November","1960s",43,94,9
"531","196511070cle","Cleveland Browns",38,"Philadelphia Eagles",34,72,4,TRUE,"11/7/1965",1965,"November","1960s",55,88,8
"532","196511140phi","Philadelphia Eagles",21,"Washington Redskins",14,35,7,TRUE,"11/14/1965",1965,"November","1960s",49,65,12
"533","196511140gnb","Green Bay Packers",6,"Los Angeles Rams",3,9,3,TRUE,"11/14/1965",1965,"November","1960s",28,55,12
"534","196511140dal","Dallas Cowboys",24,"Pittsburgh Steelers",17,41,7,TRUE,"11/14/1965",1965,"November","1960s",65,82,9
"535","196511140cle","Cleveland Browns",34,"New York Giants",21,55,13,TRUE,"11/14/1965",1965,"November","1960s",37,64,14
"536","196511140det","Detroit Lions",21,"San Francisco 49ers",27,48,-6,FALSE,"11/14/1965",1965,"November","1960s",34,54,13
"537","196511140min","Minnesota Vikings",21,"Baltimore Colts",41,62,-20,FALSE,"11/14/1965",1965,"November","1960s",21,67,12
"538","196511140chi","Chicago Bears",34,"St. Louis Cardinals",13,47,21,TRUE,"11/14/1965",1965,"November","1960s",32,57,9
"539","196511210min","Minnesota Vikings",13,"Green Bay Packers",38,51,-25,FALSE,"11/21/1965",1965,"November","1960s",33,92,8
"540","196511210dal","Dallas Cowboys",17,"Cleveland Browns",24,41,-7,FALSE,"11/21/1965",1965,"November","1960s",63,82,9
"541","196511210sfo","San Francisco 49ers",30,"Los Angeles Rams",27,57,3,TRUE,"11/21/1965",1965,"November","1960s",53,72,4
"542","196511210clt","Baltimore Colts",34,"Philadelphia Eagles",24,58,10,TRUE,"11/21/1965",1965,"November","1960s",43,66,6
"543","196511210crd","St. Louis Cardinals",15,"New York Giants",28,43,-13,FALSE,"11/21/1965",1965,"November","1960s",50,69,8
"544","196511210pit","Pittsburgh Steelers",3,"Washington Redskins",31,34,-28,FALSE,"11/21/1965",1965,"November","1960s",39,67,7
"545","196511210det","Detroit Lions",10,"Chicago Bears",17,27,-7,FALSE,"11/21/1965",1965,"November","1960s",41,68,10
"546","196511250det","Detroit Lions",24,"Baltimore Colts",24,48,0,FALSE,"11/25/1965",1965,"November","1960s",41,75,10
"547","196511280ram","Los Angeles Rams",21,"Green Bay Packers",10,31,11,TRUE,"11/28/1965",1965,"November","1960s",59,41,8
"548","196511280pit","Pittsburgh Steelers",21,"Cleveland Browns",42,63,-21,FALSE,"11/28/1965",1965,"November","1960s",38,53,23
"549","196511280min","Minnesota Vikings",24,"San Francisco 49ers",45,69,-21,FALSE,"11/28/1965",1965,"November","1960s",16,83,20
"550","196511280nyg","New York Giants",14,"Chicago Bears",35,49,-21,FALSE,"11/28/1965",1965,"November","1960s",48,36,17
"551","196511280crd","St. Louis Cardinals",24,"Philadelphia Eagles",28,52,-4,FALSE,"11/28/1965",1965,"November","1960s",37,48,16
"552","196511280was","Washington Redskins",34,"Dallas Cowboys",31,65,3,TRUE,"11/28/1965",1965,"November","1960s",50,38,14
"553","196512050nyg","New York Giants",35,"Pittsburgh Steelers",10,45,25,TRUE,"12/5/1965",1965,"December","1960s",40,49,16
"554","196512050cle","Cleveland Browns",24,"Washington Redskins",16,40,8,TRUE,"12/5/1965",1965,"December","1960s",35,79,12
"555","196512050clt","Baltimore Colts",0,"Chicago Bears",13,13,-13,FALSE,"12/5/1965",1965,"December","1960s",36,52,10
"556","196512050crd","St. Louis Cardinals",3,"Los Angeles Rams",27,30,-24,FALSE,"12/5/1965",1965,"December","1960s",52,39,14
"557","196512050sfo","San Francisco 49ers",17,"Detroit Lions",14,31,3,TRUE,"12/5/1965",1965,"December","1960s",46,71,6
"558","196512050phi","Philadelphia Eagles",19,"Dallas Cowboys",21,40,-2,FALSE,"12/5/1965",1965,"December","1960s",37,60,15
"559","196512050gnb","Green Bay Packers",24,"Minnesota Vikings",19,43,5,TRUE,"12/5/1965",1965,"December","1960s",30,68,16
"560","196512110dal","Dallas Cowboys",27,"St. Louis Cardinals",13,40,14,TRUE,"12/11/1965",1965,"December","1960s",69,80,16
"561","196512120pit","Pittsburgh Steelers",13,"Philadelphia Eagles",47,60,-34,FALSE,"12/12/1965",1965,"December","1960s",54,71,8
"562","196512120ram","Los Angeles Rams",42,"Cleveland Browns",7,49,35,TRUE,"12/12/1965",1965,"December","1960s",55,83,10
"563","196512120was","Washington Redskins",10,"New York Giants",27,37,-17,FALSE,"12/12/1965",1965,"December","1960s",50,80,5
"564","196512120chi","Chicago Bears",61,"San Francisco 49ers",20,81,41,TRUE,"12/12/1965",1965,"December","1960s",54,94,11
"565","196512120clt","Baltimore Colts",27,"Green Bay Packers",42,69,-15,FALSE,"12/12/1965",1965,"December","1960s",44,88,8
"566","196512120det","Detroit Lions",7,"Minnesota Vikings",29,36,-22,FALSE,"12/12/1965",1965,"December","1960s",47,92,10
"567","196512180ram","Los Angeles Rams",17,"Baltimore Colts",20,37,-3,FALSE,"12/18/1965",1965,"December","1960s",50,48,9
"568","196512190phi","Philadelphia Eagles",28,"Detroit Lions",35,63,-7,FALSE,"12/19/1965",1965,"December","1960s",34,56,11
"569","196512190was","Washington Redskins",35,"Pittsburgh Steelers",14,49,21,TRUE,"12/19/1965",1965,"December","1960s",38,55,13
"570","196512190chi","Chicago Bears",17,"Minnesota Vikings",24,41,-7,FALSE,"12/19/1965",1965,"December","1960s",25,70,5
"571","196512190nyg","New York Giants",20,"Dallas Cowboys",38,58,-18,FALSE,"12/19/1965",1965,"December","1960s",36,53,15
"572","196512190sfo","San Francisco 49ers",24,"Green Bay Packers",24,48,0,FALSE,"12/19/1965",1965,"December","1960s",42,68,8
"573","196512190crd","St. Louis Cardinals",24,"Cleveland Browns",27,51,-3,FALSE,"12/19/1965",1965,"December","1960s",31,83,8
"574","196512260gnb","Green Bay Packers",13,"Baltimore Colts",10,23,3,TRUE,"12/26/1965",1965,"December","1960s",22,85,10
"575","196601020gnb","Green Bay Packers",23,"Cleveland Browns",12,35,11,TRUE,"1/2/1966",1966,"January","1960s",26,92,11
"576","196609100gnb","Green Bay Packers",24,"Baltimore Colts",3,27,21,TRUE,"9/10/1966",1966,"September","1960s",64,62,8
"577","196609110atl","Atlanta Falcons",14,"Los Angeles Rams",19,33,-5,FALSE,"9/11/1966",1966,"September","1960s",71,57,7
"578","196609110det","Detroit Lions",14,"Chicago Bears",3,17,11,TRUE,"9/11/1966",1966,"September","1960s",67,73,7
"579","196609110was","Washington Redskins",14,"Cleveland Browns",38,52,-24,FALSE,"9/11/1966",1966,"September","1960s",65,52,8
"580","196609110pit","Pittsburgh Steelers",34,"New York Giants",34,68,0,FALSE,"9/11/1966",1966,"September","1960s",64,70,5
"581","196609110crd","St. Louis Cardinals",16,"Philadelphia Eagles",13,29,3,TRUE,"9/11/1966",1966,"September","1960s",72,70,5
"582","196609110sfo","San Francisco 49ers",20,"Minnesota Vikings",20,40,0,FALSE,"9/11/1966",1966,"September","1960s",60,75,25
"583","196609160ram","Los Angeles Rams",31,"Chicago Bears",17,48,14,TRUE,"9/16/1966",1966,"September","1960s",72,52,10
"584","196609180dal","Dallas Cowboys",52,"New York Giants",7,59,45,TRUE,"9/18/1966",1966,"September","1960s",72,82,9
"585","196609180cle","Cleveland Browns",20,"Green Bay Packers",21,41,-1,FALSE,"9/18/1966",1966,"September","1960s",62,57,6
"586","196609180pit","Pittsburgh Steelers",17,"Detroit Lions",3,20,14,TRUE,"9/18/1966",1966,"September","1960s",62,67,4
"587","196609180crd","St. Louis Cardinals",23,"Washington Redskins",7,30,16,TRUE,"9/18/1966",1966,"September","1960s",63,72,5
"588","196609180min","Minnesota Vikings",23,"Baltimore Colts",38,61,-15,FALSE,"9/18/1966",1966,"September","1960s",60,64,4
"589","196609180phi","Philadelphia Eagles",23,"Atlanta Falcons",10,33,13,TRUE,"9/18/1966",1966,"September","1960s",61,74,5
"590","196609250dal","Dallas Cowboys",28,"Minnesota Vikings",17,45,11,TRUE,"9/25/1966",1966,"September","1960s",76,60,12
"591","196609250pit","Pittsburgh Steelers",27,"Washington Redskins",33,60,-6,FALSE,"9/25/1966",1966,"September","1960s",53,80,10
"592","196609250cle","Cleveland Browns",28,"St. Louis Cardinals",34,62,-6,FALSE,"9/25/1966",1966,"September","1960s",53,72,9
"593","196609250phi","Philadelphia Eagles",35,"New York Giants",17,52,18,TRUE,"9/25/1966",1966,"September","1960s",55,74,11
"594","196609250gnb","Green Bay Packers",24,"Los Angeles Rams",13,37,11,TRUE,"9/25/1966",1966,"September","1960s",46,56,9
"595","196609250det","Detroit Lions",28,"Atlanta Falcons",10,38,18,TRUE,"9/25/1966",1966,"September","1960s",56,58,9
"596","196609250clt","Baltimore Colts",36,"San Francisco 49ers",14,50,22,TRUE,"9/25/1966",1966,"September","1960s",56,68,7
"597","196609300ram","Los Angeles Rams",34,"San Francisco 49ers",3,37,31,TRUE,"9/30/1966",1966,"September","1960s",70,76,9
"598","196610020min","Minnesota Vikings",10,"Chicago Bears",13,23,-3,FALSE,"10/2/1966",1966,"October","1960s",50,62,12
"599","196610020atl","Atlanta Falcons",14,"Dallas Cowboys",47,61,-33,FALSE,"10/2/1966",1966,"October","1960s",53,63,12
"600","196610020was","Washington Redskins",24,"Pittsburgh Steelers",10,34,14,TRUE,"10/2/1966",1966,"October","1960s",48,74,5
"601","196610020phi","Philadelphia Eagles",10,"St. Louis Cardinals",41,51,-31,FALSE,"10/2/1966",1966,"October","1960s",50,74,10
"602","196610020nyg","New York Giants",7,"Cleveland Browns",28,35,-21,FALSE,"10/2/1966",1966,"October","1960s",52,70,13
"603","196610020gnb","Green Bay Packers",23,"Detroit Lions",14,37,9,TRUE,"10/2/1966",1966,"October","1960s",49,63,10
"604","196610080cle","Cleveland Browns",41,"Pittsburgh Steelers",10,51,31,TRUE,"10/8/1966",1966,"October","1960s",58,46,12
"605","196610090chi","Chicago Bears",27,"Baltimore Colts",17,44,10,TRUE,"10/9/1966",1966,"October","1960s",67,54,12
"606","196610090dal","Dallas Cowboys",56,"Philadelphia Eagles",7,63,49,TRUE,"10/9/1966",1966,"October","1960s",74,59,8
"607","196610090det","Detroit Lions",7,"Los Angeles Rams",14,21,-7,FALSE,"10/9/1966",1966,"October","1960s",62,63,12
"608","196610090crd","St. Louis Cardinals",24,"New York Giants",19,43,5,TRUE,"10/9/1966",1966,"October","1960s",64,84,10
"609","196610090sfo","San Francisco 49ers",21,"Green Bay Packers",20,41,1,TRUE,"10/9/1966",1966,"October","1960s",64,62,10
"610","196610090was","Washington Redskins",33,"Atlanta Falcons",20,53,13,TRUE,"10/9/1966",1966,"October","1960s",59,77,4
"611","196610160clt","Baltimore Colts",45,"Detroit Lions",14,59,31,TRUE,"10/16/1966",1966,"October","1960s",64,73,12
"612","196610160min","Minnesota Vikings",35,"Los Angeles Rams",7,42,28,TRUE,"10/16/1966",1966,"October","1960s",36,77,9
"613","196610160chi","Chicago Bears",0,"Green Bay Packers",17,17,-17,FALSE,"10/16/1966",1966,"October","1960s",43,66,11
"614","196610160nyg","New York Giants",13,"Washington Redskins",10,23,3,TRUE,"10/16/1966",1966,"October","1960s",64,81,14
"615","196610160crd","St. Louis Cardinals",10,"Dallas Cowboys",10,20,0,FALSE,"10/16/1966",1966,"October","1960s",44,74,13
"616","196610160pit","Pittsburgh Steelers",14,"Philadelphia Eagles",31,45,-17,FALSE,"10/16/1966",1966,"October","1960s",51,66,15
"617","196610160atl","Atlanta Falcons",7,"San Francisco 49ers",44,51,-37,FALSE,"10/16/1966",1966,"October","1960s",66,76,9
"618","196610230chi","Chicago Bears",17,"Los Angeles Rams",10,27,7,TRUE,"10/23/1966",1966,"October","1960s",48,41,10
"619","196610230clt","Baltimore Colts",20,"Minnesota Vikings",17,37,3,TRUE,"10/23/1966",1966,"October","1960s",56,81,6
"620","196610230cle","Cleveland Browns",30,"Dallas Cowboys",21,51,9,TRUE,"10/23/1966",1966,"October","1960s",51,64,10
"621","196610230was","Washington Redskins",26,"St. Louis Cardinals",20,46,6,TRUE,"10/23/1966",1966,"October","1960s",58,83,6
"622","196610230nyg","New York Giants",3,"Philadelphia Eagles",31,34,-28,FALSE,"10/23/1966",1966,"October","1960s",59,78,10
"623","196610230sfo","San Francisco 49ers",27,"Detroit Lions",24,51,3,TRUE,"10/23/1966",1966,"October","1960s",60,72,9
"624","196610230gnb","Green Bay Packers",56,"Atlanta Falcons",3,59,53,TRUE,"10/23/1966",1966,"October","1960s",46,43,14
"625","196610300dal","Dallas Cowboys",52,"Pittsburgh Steelers",21,73,31,TRUE,"10/30/1966",1966,"October","1960s",64,58,6
"626","196610300ram","Los Angeles Rams",3,"Baltimore Colts",17,20,-14,FALSE,"10/30/1966",1966,"October","1960s",64,76,9
"627","196610300min","Minnesota Vikings",28,"San Francisco 49ers",3,31,25,TRUE,"10/30/1966",1966,"October","1960s",39,62,13
"628","196610300det","Detroit Lions",7,"Green Bay Packers",31,38,-24,FALSE,"10/30/1966",1966,"October","1960s",37,59,9
"629","196610300atl","Atlanta Falcons",17,"Cleveland Browns",49,66,-32,FALSE,"10/30/1966",1966,"October","1960s",58,62,10
